TransactionID,Date,ProductID,Quantity,UnitPrice,TotalPrice
TRX00042,8/10/2025,PRD012,5,1388.37,
TRX00043,2/5/2025,PRD015,2,712.45,
TRX00043,2/5/2025,PRD029,5,2033.75,
TRX00043,2/5/2025,PRD002,5,2509.68,
TRX00043,2/5/2025,PRD018,4,2305.43,
TRX00044,1/21/2025,PRD015,4,712.45,
TRX00044,1/21/2025,PRD035,5,1001.65,
TRX00044,1/21/2025,PRD010,1,1575.15,
TRX00045,1/9/2025,PRD031,4,1354.36,
TRX00045,1/9/2025,PRD005,5,2552.49,
TRX00045,1/9/2025,PRD002,4,2509.68,
TRX00045,1/9/2025,PRD040,5,1227.77,
TRX00045,1/9/2025,PRD025,4,1280.79,
TRX00046,6/29/2025,PRD020,3,2379.25,
TRX00046,6/29/2025,PRD019,2,1419.57,
TRX00046,6/29/2025,PRD040,1,1227.77,
TRX00046,6/29/2025,PRD001,5,1622.49,
TRX00046,6/29/2025,PRD006,1,2249.18,
TRX00047,7/30/2025,PRD012,5,1388.37,
TRX00047,7/30/2025,PRD019,3,1419.57,
TRX00047,7/30/2025,PRD031,2,1354.36,
TRX00047,7/30/2025,PRD015,5,712.45,
TRX00048,8/31/2025,PRD016,2,1852.35,
TRX00048,8/31/2025,PRD024,5,2634.53,
TRX00048,8/31/2025,PRD022,3,506.12,
TRX00049,8/6/2025,PRD038,1,2988.3,
TRX00049,8/6/2025,PRD030,3,1992.7,
TRX00049,8/6/2025,PRD016,3,1852.35,
TRX00050,2/23/2025,PRD039,1,629.28,
TRX00050,2/23/2025,PRD003,5,1838.39,
TRX00050,2/23/2025,PRD018,4,2305.43,
TRX00050,2/23/2025,PRD013,5,1662.72,
TRX00050,2/23/2025,PRD036,2,2253.07,
TRX00051,3/27/2025,PRD024,5,2634.53,
TRX00051,3/27/2025,PRD021,1,2675.95,
TRX00051,3/27/2025,PRD004,1,2182.48,
TRX00051,3/27/2025,PRD028,1,1241.21,
TRX00051,3/27/2025,PRD036,5,2253.07,
TRX00052,5/5/2025,PRD025,4,1280.79,
TRX00052,5/5/2025,PRD006,1,2249.18,
TRX00052,5/5/2025,PRD038,4,2988.3,
TRX00052,5/5/2025,PRD019,3,1419.57,
TRX00053,4/16/2025,PRD026,5,1805.91,
TRX00053,4/16/2025,PRD035,1,1001.65,
TRX00054,5/25/2025,PRD004,3,2182.48,
TRX00054,5/25/2025,PRD001,2,1622.49,
TRX00054,5/25/2025,PRD037,5,1150.44,
TRX00054,5/25/2025,PRD027,3,830.04,
TRX00054,5/25/2025,PRD038,2,2988.3,
TRX00055,5/2/2025,PRD039,4,629.28,
TRX00055,5/2/2025,PRD019,2,1419.57,
TRX00056,5/11/2025,PRD030,2,1992.7,
TRX00056,5/11/2025,PRD002,2,2509.68,
TRX00056,5/11/2025,PRD005,5,2552.49,
TRX00056,5/11/2025,PRD011,4,1993.31,
TRX00057,5/17/2025,PRD022,4,506.12,
TRX00057,5/17/2025,PRD019,5,1419.57,
TRX00057,5/17/2025,PRD032,5,986.79,
TRX00057,5/17/2025,PRD029,4,2033.75,
TRX00058,4/22/2025,PRD026,5,1805.91,
TRX00058,4/22/2025,PRD027,1,830.04,
TRX00059,3/16/2025,PRD019,3,1419.57,
TRX00059,3/16/2025,PRD029,4,2033.75,
TRX00060,3/22/2025,PRD038,2,2988.3,
TRX00061,6/25/2025,PRD033,3,2389.64,
TRX00061,6/25/2025,PRD009,2,1510.4,
TRX00061,6/25/2025,PRD020,1,2379.25,
TRX00061,6/25/2025,PRD029,1,2033.75,
TRX00061,6/25/2025,PRD031,1,1354.36,
TRX00062,5/16/2025,PRD006,5,2249.18,
TRX00062,5/16/2025,PRD014,3,2721.74,
TRX00062,5/16/2025,PRD008,1,1830.72,
TRX00062,5/16/2025,PRD029,4,2033.75,
TRX00063,6/14/2025,PRD032,1,986.79,
TRX00063,6/14/2025,PRD040,1,1227.77,
TRX00064,9/8/2025,PRD002,2,2509.68,
TRX00064,9/8/2025,PRD006,5,2249.18,
TRX00064,9/8/2025,PRD022,3,506.12,
TRX00065,5/11/2025,PRD008,3,1830.72,
TRX00065,5/11/2025,PRD032,5,986.79,
TRX00065,5/11/2025,PRD009,4,1510.4,
TRX00066,5/18/2025,PRD005,2,2552.49,
TRX00067,6/22/2025,PRD030,5,1992.7,
TRX00067,6/22/2025,PRD019,2,1419.57,
TRX00068,6/20/2025,PRD013,2,1662.72,
TRX00068,6/20/2025,PRD007,4,1154.79,
TRX00068,6/20/2025,PRD017,1,2564.5,
TRX00068,6/20/2025,PRD029,4,2033.75,
TRX00068,6/20/2025,PRD019,5,1419.57,
TRX00069,6/4/2025,PRD006,2,2249.18,
TRX00069,6/4/2025,PRD040,2,1227.77,
TRX00069,6/4/2025,PRD023,1,2792.54,
TRX00069,6/4/2025,PRD004,5,2182.48,
TRX00070,1/11/2025,PRD011,1,1993.31,
TRX00070,1/11/2025,PRD040,1,1227.77,
TRX00070,1/11/2025,PRD026,3,1805.91,
TRX00071,8/15/2025,PRD018,2,2305.43,
TRX00071,8/15/2025,PRD001,1,1622.49,
TRX00072,8/29/2025,PRD004,5,2182.48,
TRX00072,8/29/2025,PRD024,5,2634.53,
TRX00072,8/29/2025,PRD039,3,629.28,
TRX00072,8/29/2025,PRD002,2,2509.68,
TRX00072,8/29/2025,PRD007,4,1154.79,
TRX00073,3/8/2025,PRD016,2,1852.35,
TRX00074,6/18/2025,PRD023,3,2792.54,
TRX00074,6/18/2025,PRD018,4,2305.43,
TRX00074,6/18/2025,PRD040,5,1227.77,
TRX00075,6/11/2025,PRD026,1,1805.91,
TRX00075,6/11/2025,PRD008,4,1830.72,
TRX00075,6/11/2025,PRD004,4,2182.48,
TRX00075,6/11/2025,PRD033,1,2389.64,
TRX00075,6/11/2025,PRD025,4,1280.79,
TRX00076,7/16/2025,PRD004,3,2182.48,
TRX00077,7/8/2025,PRD038,4,2988.3,
TRX00077,7/8/2025,PRD010,5,1575.15,
TRX00077,7/8/2025,PRD005,4,2552.49,
TRX00077,7/8/2025,PRD029,1,2033.75,
TRX00077,7/8/2025,PRD012,3,1388.37,
TRX00078,8/24/2025,PRD026,1,1805.91,
TRX00079,5/16/2025,PRD013,1,1662.72,
TRX00079,5/16/2025,PRD005,5,2552.49,
TRX00079,5/16/2025,PRD036,5,2253.07,
TRX00080,5/12/2025,PRD028,5,1241.21,
TRX00081,8/6/2025,PRD022,4,506.12,
TRX00081,8/6/2025,PRD036,2,2253.07,
TRX00081,8/6/2025,PRD005,2,2552.49,
TRX00081,8/6/2025,PRD007,2,1154.79,
TRX00081,8/6/2025,PRD029,4,2033.75,
TRX00082,7/15/2025,PRD029,4,2033.75,
TRX00082,7/15/2025,PRD015,1,712.45,
TRX00082,7/15/2025,PRD012,4,1388.37,
TRX00082,7/15/2025,PRD040,1,1227.77,
TRX00083,5/7/2025,PRD025,2,1280.79,
TRX00083,5/7/2025,PRD018,4,2305.43,
TRX00083,5/7/2025,PRD006,4,2249.18,
TRX00083,5/7/2025,PRD037,5,1150.44,
TRX00083,5/7/2025,PRD040,4,1227.77,
TRX00084,5/16/2025,PRD002,3,2509.68,
TRX00084,5/16/2025,PRD027,2,830.04,
TRX00085,8/4/2025,PRD028,5,1241.21,
TRX00085,8/4/2025,PRD016,1,1852.35,
TRX00086,6/1/2025,PRD004,4,2182.48,
TRX00086,6/1/2025,PRD040,3,1227.77,
TRX00087,2/27/2025,PRD008,5,1830.72,
TRX00087,2/27/2025,PRD013,5,1662.72,
TRX00087,2/27/2025,PRD009,3,1510.4,
TRX00087,2/27/2025,PRD024,1,2634.53,
TRX00087,2/27/2025,PRD030,2,1992.7,
TRX00088,1/20/2025,PRD013,1,1662.72,
TRX00088,1/20/2025,PRD004,3,2182.48,
TRX00089,6/19/2025,PRD037,2,1150.44,
TRX00089,6/19/2025,PRD027,3,830.04,
TRX00089,6/19/2025,PRD033,4,2389.64,
TRX00089,6/19/2025,PRD022,4,506.12,
TRX00089,6/19/2025,PRD007,3,1154.79,
TRX00090,3/16/2025,PRD033,5,2389.64,
TRX00090,3/16/2025,PRD009,1,1510.4,
TRX00091,4/16/2025,PRD009,5,1510.4,
TRX00091,4/16/2025,PRD010,4,1575.15,
TRX00091,4/16/2025,PRD028,5,1241.21,
TRX00092,2/13/2025,PRD039,2,629.28,
TRX00092,2/13/2025,PRD013,3,1662.72,
TRX00092,2/13/2025,PRD038,4,2988.3,
TRX00092,2/13/2025,PRD037,5,1150.44,
TRX00092,2/13/2025,PRD035,3,1001.65,
TRX00093,8/17/2025,PRD038,1,2988.3,
TRX00094,7/28/2025,PRD007,2,1154.79,
TRX00094,7/28/2025,PRD025,1,1280.79,
TRX00095,2/15/2025,PRD008,3,1830.72,
TRX00095,2/15/2025,PRD030,5,1992.7,
TRX00095,2/15/2025,PRD001,3,1622.49,
TRX00095,2/15/2025,PRD006,5,2249.18,
TRX00096,6/3/2025,PRD006,5,2249.18,
TRX00096,6/3/2025,PRD015,2,712.45,
TRX00096,6/3/2025,PRD001,3,1622.49,
TRX00096,6/3/2025,PRD023,4,2792.54,
TRX00097,7/21/2025,PRD006,3,2249.18,
TRX00097,7/21/2025,PRD011,3,1993.31,
TRX00098,8/16/2025,PRD018,4,2305.43,
TRX00098,8/16/2025,PRD010,2,1575.15,
TRX00098,8/16/2025,PRD028,4,1241.21,
TRX00098,8/16/2025,PRD012,3,1388.37,
TRX00098,8/16/2025,PRD005,3,2552.49,
TRX00099,4/11/2025,PRD002,3,2509.68,
TRX00100,2/4/2025,PRD019,2,1419.57,
TRX00100,2/4/2025,PRD039,3,629.28,
TRX00100,2/4/2025,PRD030,2,1992.7,
TRX00101,1/4/2025,PRD001,5,1622.49,
TRX00101,1/4/2025,PRD040,3,1227.77,
TRX00101,1/4/2025,PRD029,1,2033.75,
TRX00102,2/22/2025,PRD017,4,2564.5,
TRX00102,2/22/2025,PRD033,5,2389.64,
TRX00102,2/22/2025,PRD004,5,2182.48,
TRX00103,6/16/2025,PRD039,2,629.28,
TRX00103,6/16/2025,PRD040,2,1227.77,
TRX00103,6/16/2025,PRD036,2,2253.07,
TRX00103,6/16/2025,PRD010,3,1575.15,
TRX00103,6/16/2025,PRD031,4,1354.36,
TRX00104,9/2/2025,PRD039,1,629.28,
TRX00104,9/2/2025,PRD010,1,1575.15,
TRX00104,9/2/2025,PRD035,5,1001.65,
TRX00105,7/3/2025,PRD009,3,1510.4,
TRX00105,7/3/2025,PRD040,2,1227.77,
TRX00105,7/3/2025,PRD004,4,2182.48,
TRX00105,7/3/2025,PRD037,2,1150.44,
TRX00106,5/1/2025,PRD016,2,1852.35,
TRX00106,5/1/2025,PRD032,1,986.79,
TRX00106,5/1/2025,PRD020,3,2379.25,
TRX00106,5/1/2025,PRD009,3,1510.4,
TRX00107,8/4/2025,PRD035,3,1001.65,
TRX00107,8/4/2025,PRD021,2,2675.95,
TRX00107,8/4/2025,PRD011,4,1993.31,
TRX00107,8/4/2025,PRD030,1,1992.7,
TRX00108,5/3/2025,PRD012,3,1388.37,
TRX00108,5/3/2025,PRD023,2,2792.54,
TRX00108,5/3/2025,PRD027,1,830.04,
TRX00108,5/3/2025,PRD016,1,1852.35,
TRX00109,1/18/2025,PRD035,3,1001.65,
TRX00109,1/18/2025,PRD036,3,2253.07,
TRX00109,1/18/2025,PRD008,5,1830.72,
TRX00109,1/18/2025,PRD039,5,629.28,
TRX00110,1/16/2025,PRD001,2,1622.49,
TRX00110,1/16/2025,PRD022,3,506.12,
TRX00111,5/3/2025,PRD036,3,2253.07,
TRX00112,6/2/2025,PRD020,4,2379.25,
TRX00112,6/2/2025,PRD002,2,2509.68,
TRX00113,8/9/2025,PRD015,4,712.45,
TRX00113,8/9/2025,PRD018,1,2305.43,
TRX00113,8/9/2025,PRD034,2,2384.44,
TRX00114,2/10/2025,PRD032,4,986.79,
TRX00114,2/10/2025,PRD026,3,1805.91,
TRX00114,2/10/2025,PRD002,3,2509.68,
TRX00115,5/29/2025,PRD028,1,1241.21,
TRX00115,5/29/2025,PRD012,4,1388.37,
TRX00115,5/29/2025,PRD023,5,2792.54,
TRX00115,5/29/2025,PRD037,3,1150.44,
TRX00115,5/29/2025,PRD005,3,2552.49,
TRX00116,5/18/2025,PRD005,3,2552.49,
TRX00116,5/18/2025,PRD030,1,1992.7,
TRX00116,5/18/2025,PRD038,2,2988.3,
TRX00116,5/18/2025,PRD040,2,1227.77,
TRX00116,5/18/2025,PRD024,4,2634.53,
TRX00117,7/18/2025,PRD014,3,2721.74,
TRX00117,7/18/2025,PRD035,4,1001.65,
TRX00117,7/18/2025,PRD001,3,1622.49,
TRX00117,7/18/2025,PRD012,2,1388.37,
TRX00118,4/17/2025,PRD040,3,1227.77,
TRX00118,4/17/2025,PRD010,1,1575.15,
TRX00118,4/17/2025,PRD014,1,2721.74,
TRX00119,1/28/2025,PRD035,5,1001.65,
TRX00119,1/28/2025,PRD033,1,2389.64,
TRX00119,1/28/2025,PRD006,1,2249.18,
TRX00120,8/18/2025,PRD038,1,2988.3,
TRX00120,8/18/2025,PRD033,1,2389.64,
TRX00120,8/18/2025,PRD037,2,1150.44,
TRX00120,8/18/2025,PRD017,2,2564.5,
TRX00120,8/18/2025,PRD021,3,2675.95,
TRX00121,2/11/2025,PRD035,1,1001.65,
TRX00121,2/11/2025,PRD038,1,2988.3,
TRX00121,2/11/2025,PRD036,2,2253.07,
TRX00121,2/11/2025,PRD016,1,1852.35,
TRX00121,2/11/2025,PRD020,5,2379.25,
TRX00122,8/13/2025,PRD005,5,2552.49,
TRX00122,8/13/2025,PRD034,1,2384.44,
TRX00123,9/2/2025,PRD001,5,1622.49,
TRX00123,9/2/2025,PRD016,1,1852.35,
TRX00123,9/2/2025,PRD032,4,986.79,
TRX00123,9/2/2025,PRD011,5,1993.31,
TRX00123,9/2/2025,PRD025,4,1280.79,
TRX00124,3/13/2025,PRD003,1,1838.39,
TRX00124,3/13/2025,PRD032,3,986.79,
TRX00124,3/13/2025,PRD040,1,1227.77,
TRX00125,5/6/2025,PRD040,5,1227.77,
TRX00126,8/7/2025,PRD022,5,506.12,
TRX00126,8/7/2025,PRD006,2,2249.18,
TRX00126,8/7/2025,PRD035,3,1001.65,
TRX00126,8/7/2025,PRD017,2,2564.5,
TRX00127,9/7/2025,PRD015,2,712.45,
TRX00128,4/25/2025,PRD018,4,2305.43,
TRX00128,4/25/2025,PRD009,5,1510.4,
TRX00128,4/25/2025,PRD020,2,2379.25,
TRX00129,4/8/2025,PRD020,3,2379.25,
TRX00129,4/8/2025,PRD018,4,2305.43,
TRX00129,4/8/2025,PRD031,2,1354.36,
TRX00129,4/8/2025,PRD024,2,2634.53,
TRX00129,4/8/2025,PRD004,4,2182.48,
TRX00130,1/28/2025,PRD003,4,1838.39,
TRX00130,1/28/2025,PRD038,4,2988.3,
TRX00130,1/28/2025,PRD025,5,1280.79,
TRX00131,1/30/2025,PRD023,5,2792.54,
TRX00131,1/30/2025,PRD015,1,712.45,
TRX00131,1/30/2025,PRD032,5,986.79,
TRX00132,1/5/2025,PRD033,2,2389.64,
TRX00133,2/26/2025,PRD014,2,2721.74,
TRX00133,2/26/2025,PRD037,1,1150.44,
TRX00133,2/26/2025,PRD004,1,2182.48,
TRX00133,2/26/2025,PRD040,5,1227.77,
TRX00134,2/24/2025,PRD025,5,1280.79,
TRX00134,2/24/2025,PRD005,2,2552.49,
TRX00135,1/24/2025,PRD027,2,830.04,
TRX00135,1/24/2025,PRD017,2,2564.5,
TRX00135,1/24/2025,PRD001,3,1622.49,
TRX00135,1/24/2025,PRD034,2,2384.44,
TRX00136,7/6/2025,PRD021,2,2675.95,
TRX00136,7/6/2025,PRD020,3,2379.25,
TRX00136,7/6/2025,PRD037,4,1150.44,
TRX00136,7/6/2025,PRD025,4,1280.79,
TRX00137,7/24/2025,PRD018,5,2305.43,
TRX00138,2/11/2025,PRD014,4,2721.74,
TRX00138,2/11/2025,PRD031,4,1354.36,
TRX00138,2/11/2025,PRD015,3,712.45,
TRX00138,2/11/2025,PRD036,1,2253.07,
TRX00138,2/11/2025,PRD039,5,629.28,
TRX00139,2/11/2025,PRD017,5,2564.5,
TRX00139,2/11/2025,PRD010,5,1575.15,
TRX00139,2/11/2025,PRD026,2,1805.91,
TRX00140,4/12/2025,PRD031,1,1354.36,
TRX00140,4/12/2025,PRD023,1,2792.54,
TRX00140,4/12/2025,PRD034,3,2384.44,
TRX00141,1/22/2025,PRD013,4,1662.72,
TRX00141,1/22/2025,PRD028,1,1241.21,
TRX00142,3/24/2025,PRD024,4,2634.53,
TRX00142,3/24/2025,PRD019,4,1419.57,
TRX00142,3/24/2025,PRD013,4,1662.72,
TRX00142,3/24/2025,PRD037,1,1150.44,
TRX00142,3/24/2025,PRD021,3,2675.95,
TRX00143,1/19/2025,PRD029,1,2033.75,
TRX00143,1/19/2025,PRD024,4,2634.53,
TRX00143,1/19/2025,PRD018,1,2305.43,
TRX00143,1/19/2025,PRD004,4,2182.48,
TRX00144,7/8/2025,PRD016,1,1852.35,
TRX00144,7/8/2025,PRD004,3,2182.48,
TRX00144,7/8/2025,PRD026,2,1805.91,
TRX00144,7/8/2025,PRD036,5,2253.07,
TRX00145,1/31/2025,PRD011,2,1993.31,
TRX00145,1/31/2025,PRD035,5,1001.65,
TRX00145,1/31/2025,PRD009,5,1510.4,
TRX00146,2/27/2025,PRD008,5,1830.72,
TRX00147,4/7/2025,PRD010,4,1575.15,
TRX00147,4/7/2025,PRD006,4,2249.18,
TRX00148,1/19/2025,PRD008,2,1830.72,
TRX00148,1/19/2025,PRD024,2,2634.53,
TRX00149,1/22/2025,PRD021,3,2675.95,
TRX00149,1/22/2025,PRD035,2,1001.65,
TRX00149,1/22/2025,PRD030,5,1992.7,
TRX00149,1/22/2025,PRD028,1,1241.21,
TRX00149,1/22/2025,PRD034,4,2384.44,
TRX00150,7/21/2025,PRD029,5,2033.75,
TRX00150,7/21/2025,PRD010,4,1575.15,
TRX00150,7/21/2025,PRD011,3,1993.31,
TRX00150,7/21/2025,PRD031,5,1354.36,
TRX00151,1/26/2025,PRD039,3,629.28,
TRX00151,1/26/2025,PRD001,2,1622.49,
TRX00151,1/26/2025,PRD040,3,1227.77,
TRX00152,6/6/2025,PRD036,4,2253.07,
TRX00152,6/6/2025,PRD028,2,1241.21,
TRX00153,5/6/2025,PRD028,1,1241.21,
TRX00153,5/6/2025,PRD034,2,2384.44,
TRX00153,5/6/2025,PRD003,3,1838.39,
TRX00153,5/6/2025,PRD006,4,2249.18,
TRX00154,5/2/2025,PRD029,2,2033.75,
TRX00154,5/2/2025,PRD003,1,1838.39,
TRX00154,5/2/2025,PRD033,1,2389.64,
TRX00154,5/2/2025,PRD017,3,2564.5,
TRX00155,8/22/2025,PRD018,1,2305.43,
TRX00155,8/22/2025,PRD015,2,712.45,
TRX00155,8/22/2025,PRD017,3,2564.5,
TRX00155,8/22/2025,PRD001,2,1622.49,
TRX00156,2/7/2025,PRD037,4,1150.44,
TRX00156,2/7/2025,PRD008,4,1830.72,
TRX00156,2/7/2025,PRD009,1,1510.4,
TRX00157,8/24/2025,PRD005,1,2552.49,
TRX00157,8/24/2025,PRD037,3,1150.44,
TRX00157,8/24/2025,PRD032,3,986.79,
TRX00157,8/24/2025,PRD008,2,1830.72,
TRX00158,7/1/2025,PRD019,3,1419.57,
TRX00158,7/1/2025,PRD001,1,1622.49,
TRX00158,7/1/2025,PRD006,2,2249.18,
TRX00159,7/15/2025,PRD034,1,2384.44,
TRX00160,1/24/2025,PRD005,1,2552.49,
TRX00160,1/24/2025,PRD024,1,2634.53,
TRX00161,5/25/2025,PRD009,5,1510.4,
TRX00161,5/25/2025,PRD011,4,1993.31,
TRX00162,8/25/2025,PRD003,1,1838.39,
TRX00162,8/25/2025,PRD017,4,2564.5,
TRX00162,8/25/2025,PRD010,5,1575.15,
TRX00163,8/16/2025,PRD031,1,1354.36,
TRX00164,5/8/2025,PRD033,5,2389.64,
TRX00164,5/8/2025,PRD001,5,1622.49,
TRX00164,5/8/2025,PRD039,3,629.28,
TRX00164,5/8/2025,PRD010,5,1575.15,
TRX00165,2/23/2025,PRD022,5,506.12,
TRX00166,2/16/2025,PRD032,2,986.79,
TRX00166,2/16/2025,PRD040,5,1227.77,
TRX00166,2/16/2025,PRD014,2,2721.74,
TRX00167,2/14/2025,PRD002,3,2509.68,
TRX00167,2/14/2025,PRD021,5,2675.95,
TRX00167,2/14/2025,PRD007,1,1154.79,
TRX00167,2/14/2025,PRD010,1,1575.15,
TRX00167,2/14/2025,PRD023,1,2792.54,
TRX00168,1/7/2025,PRD020,4,2379.25,
TRX00168,1/7/2025,PRD026,2,1805.91,
TRX00168,1/7/2025,PRD003,3,1838.39,
TRX00168,1/7/2025,PRD006,2,2249.18,
TRX00169,5/29/2025,PRD029,5,2033.75,
TRX00169,5/29/2025,PRD038,4,2988.3,
TRX00169,5/29/2025,PRD020,5,2379.25,
TRX00170,8/21/2025,PRD003,1,1838.39,
TRX00170,8/21/2025,PRD019,2,1419.57,
TRX00170,8/21/2025,PRD024,3,2634.53,
TRX00170,8/21/2025,PRD027,2,830.04,
TRX00170,8/21/2025,PRD022,3,506.12,
TRX00171,4/11/2025,PRD020,2,2379.25,
TRX00171,4/11/2025,PRD001,3,1622.49,
TRX00171,4/11/2025,PRD025,5,1280.79,
TRX00171,4/11/2025,PRD026,5,1805.91,
TRX00172,8/8/2025,PRD028,5,1241.21,
TRX00173,1/2/2025,PRD038,2,2988.3,
TRX00173,1/2/2025,PRD015,2,712.45,
TRX00173,1/2/2025,PRD027,5,830.04,
TRX00174,8/10/2025,PRD034,1,2384.44,
TRX00174,8/10/2025,PRD028,4,1241.21,
TRX00174,8/10/2025,PRD033,1,2389.64,
TRX00174,8/10/2025,PRD003,3,1838.39,
TRX00175,2/2/2025,PRD015,2,712.45,
TRX00175,2/2/2025,PRD003,4,1838.39,
TRX00176,7/9/2025,PRD018,3,2305.43,
TRX00177,7/2/2025,PRD019,1,1419.57,
TRX00177,7/2/2025,PRD010,5,1575.15,
